STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,LENGTH_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,COST_OF_WORKS_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,LENGTH_OF_ROAD_WORK_COMPLETED,NO_OF_BRIDGES_COMPLETED,EXPENDITURE_OCCURED,NO_OF_ROAD_WORKS_ BALANCE,LENGTH_OF_ROAD_WORK_BALANCE,NO_OF_BRIDGES_BALANCE
Madhya Pradesh,Mandsour,PMGSY-I,355,1675.945,4,527.265,355,1635.379,3,441.8755,0,0,1
Madhya Pradesh,Mandsour,PMGSY-II,5,93.581,7,71.2707,5,90.562,7,64.2365,0,0,0
Madhya Pradesh,Mandsour,PMGSY-III,7,192.736,13,169.80764,7,189.417,9,120.1034,0,0,4
Madhya Pradesh,Morena,PMGSY-I,480,1710.924,0,422.0238,480,1531.952,0,346.5039,0,0,0
Madhya Pradesh,Morena,PMGSY-II,8,102.088,2,70.2807,8,101.687,2,56.8822,0,0,0
Madhya Pradesh,Morena,PMGSY-III,22,269.264,13,218.71788,15,252.653,8,140.0134,7,10.432,5
Madhya Pradesh,Morena,PM-JANMAN,1,2.1,0,,0,0,0,0,1,2.1,0
Madhya Pradesh,Narsinghpur,PMGSY-I,325,1197.735,12,416.42779,324,1127.469,12,402.8182,1,13.1,0
Madhya Pradesh,Narsinghpur,PMGSY-II,5,74.675,1,42.6407,5,69.356,1,38.9112,0,0,0
Madhya Pradesh,Narsinghpur,PMGSY-III,26,231.108,11,159.89536,14,214.37,1,97.893,12,15.451,10
Madhya Pradesh,Narsinghpur,PM-JANMAN,3,19.5,0,,0,0,0,0,3,19.5,0
Madhya Pradesh,Neemuch,PMGSY-I,150,710.495,0,201.2118,150,698.652,0,182.7586,0,0,0
Madhya Pradesh,Neemuch,PMGSY-II,3,56.46,2,42.4354,3,56.064,2,38.7124,0,0,0
Madhya Pradesh,Neemuch,PMGSY-III,9,134.074,12,116.00475,9,131.304,11,72.4678,0,0,1
Madhya Pradesh,Panna,PMGSY-I,317,1511.53,8,484.9912,317,1421.678,8,483.1647,0,0,0
Madhya Pradesh,Panna,PMGSY-II,5,57.4,2,44.7128,5,55.681,2,40.1113,0,0,0
Madhya Pradesh,Panna,PMGSY-III,17,238.505,20,219.4823,13,207.967,5,120.9456,4,27.76,15
Madhya Pradesh,Raisen,PMGSY-I,334,1377.255,6,454.32818,334,1305.349,4,481.3616,0,0,2
Madhya Pradesh,Raisen,PMGSY-II,11,104.255,9,87.05899,11,101.989,9,77.3582,0,0,0
Madhya Pradesh,Raisen,PMGSY-III,30,276.24,17,242.95341,21,262.532,8,145.8123,9,13.413,9
Madhya Pradesh,Rajgarh,PMGSY-I,427,1661.48,10,532.86189,427,1579.762,10,456.2403,0,0,0
Madhya Pradesh,Rajgarh,PMGSY-II,13,94.16,4,63.5722,13,90.954,4,53.3039,0,0,0
Madhya Pradesh,Rajgarh,PMGSY-III,14,232.3,12,201.83261,10,204.803,9,116.5827,4,23,3
Madhya Pradesh,Ratlam,PMGSY-I,406,1441.27,20,452.61312,406,1432.071,20,434.2625,0,0,0
Madhya Pradesh,Ratlam,PMGSY-II,5,93.925,7,86.37772,5,94.187,7,76.223,0,0,0
Madhya Pradesh,Ratlam,PMGSY-III,18,231.447,22,216.06439,18,226.711,15,130.7149,0,0,7
Madhya Pradesh,Rewa,PMGSY-I,456,1987.19,17,560.6431,456,1888.218,16,538.4916,0,0,1
Madhya Pradesh,Rewa,PMGSY-II,9,144.68,2,93.1047,9,141.7,2,83.7119,0,0,0
Madhya Pradesh,Rewa,PMGSY-III,32,332.595,5,206.99358,29,321.4,3,146.2508,3,6.2,2
Madhya Pradesh,Sagar,PMGSY-I,519,1912.948,24,638.57422,519,1853.515,22,573.0341,0,0,2
Madhya Pradesh,Sagar,PMGSY-II,13,178.727,8,151.28449,13,177.55,8,140.3944,0,0,0
Madhya Pradesh,Sagar,PMGSY-III,35,456.143,32,441.51278,26,406.9,12,292.8489,9,41.275,20
Madhya Pradesh,Satna,PMGSY-I,444,1619.75,8,432.2147,444,1564.418,8,385.1144,0,0,0
Madhya Pradesh,Satna,PMGSY-II,11,113.13,2,78.0208,11,111.202,2,73.351,0,0,0
Madhya Pradesh,Satna,PMGSY-III,28,306.177,15,202.12398,25,293.728,9,146.3154,3,7.923,6
Madhya Pradesh,Satna,PM-JANMAN,1,2.85,0,,0,0,0,0,1,2.85,0
Madhya Pradesh,Sehore,PMGSY-I,361,1568.35,11,497.53073,361,1503.002,11,510.6599,0,0,0
Madhya Pradesh,Sehore,PMGSY-II,5,82.1,9,89.77582,5,79.476,9,80.1687,0,0,0
Madhya Pradesh,Sehore,PMGSY-III,20,219.53,10,184.85495,20,217.098,6,126.9616,0,0,4
Madhya Pradesh,Seoni,PMGSY-I,803,2999.1,13,866.4368,803,2891.903,12,833.4652,0,0,1
Madhya Pradesh,Seoni,PMGSY-II,10,141.22,10,87.1031,10,138.426,10,73.8472,0,0,0
Madhya Pradesh,Seoni,PMGSY-III,19,312.185,25,260.39721,19,307.122,19,183.9424,0,0,6
Madhya Pradesh,Shahdol,PMGSY-I,376,1623.31,12,417.48167,373,1606.586,11,388.0258,3,3.64,1
Madhya Pradesh,Shahdol,PMGSY-II,4,77.265,0,48.40597,4,77.335,0,41.6618,0,0,0
Madhya Pradesh,Shahdol,PMGSY-III,20,196.28,3,120.3251,14,167.654,0,65.3019,6,28.89,3
Madhya Pradesh,Shahdol,PM-JANMAN,23,38.059,0,,0,0,0,0,23,38.059,0
Madhya Pradesh,Shajapur,PMGSY-I,283,945.866,15,365.53485,283,955.436,14,360.5724,0,0,1
Madhya Pradesh,Shajapur,PMGSY-II,5,79.146,7,51.0444,5,78.981,7,49.3156,0,0,0
Madhya Pradesh,Shajapur,PMGSY-III,12,170.64,31,175.35133,9,151.51,18,91.7199,3,16.48,13
Madhya Pradesh,Sheopur,PMGSY-I,182,879.03,16,287.03007,182,845.528,16,254.7874,0,0,0
Madhya Pradesh,Sheopur,PMGSY-II,3,61.2,24,75.27924,3,60.62,24,70.4669,0,0,0
Madhya Pradesh,Sheopur,PMGSY-III,15,162.54,18,159.64219,12,151.399,16,101.7595,3,9.32,2
Madhya Pradesh,Sheopur,PM-JANMAN,1,3.62,0,,0,0,0,0,1,3.62,0
Madhya Pradesh,Shivpuri,PMGSY-I,526,2123.238,13,632.83899,526,2047.805,13,503.7602,0,0,0
Madhya Pradesh,Shivpuri,PMGSY-II,10,190.632,3,134.90602,10,185.327,3,111.9422,0,0,0
Madhya Pradesh,Shivpuri,PMGSY-III,25,340.067,11,276.18536,23,333.516,8,174.897,2,0.925,3
Madhya Pradesh,Shivpuri,PM-JANMAN,6,22.72,0,,0,0,0,0,6,22.72,0
Madhya Pradesh,Sidhi,PMGSY-I,295,1930.483,4,528.0658,294,1751.733,3,470.2664,1,4.8,1
Madhya Pradesh,Sidhi,PMGSY-II,1,17.225,2,11.1029,1,17.225,2,9.6652,0,0,0
Madhya Pradesh,Sidhi,PMGSY-III,18,192.8,2,119.032,16,155.583,1,65.7392,2,36.1,1
Madhya Pradesh,Sidhi,PM-JANMAN,13,27.46,0,,0,0,0,0,13,27.46,0
Madhya Pradesh,Singrauli,PMGSY-I,296,1808.155,8,578.93949,296,1727.811,7,567.2492,0,0,1
Madhya Pradesh,Singrauli,PMGSY-II,2,48.7,0,31.1032,2,48.682,0,28.4263,0,0,0
Madhya Pradesh,Singrauli,PMGSY-III,11,150.8,0,99.8944,10,147.484,0,74.8154,1,2.68,0
Madhya Pradesh,Tikamgarh,PMGSY-I,388,1371.855,6,391.46,388,1374.578,6,333.6567,0,0,0
Madhya Pradesh,Tikamgarh,PMGSY-II,10,87.67,0,51.12496,10,86.296,0,38.9168,0,0,0
Madhya Pradesh,Tikamgarh,PMGSY-III,23,215.698,4,159.14235,23,214.144,1,100.0358,0,0,3
Madhya Pradesh,Ujjain,PMGSY-I,517,1882.956,7,653.51385,517,1836.344,7,657.7292,0,0,0
Madhya Pradesh,Ujjain,PMGSY-II,11,123.983,4,85.20652,11,118.528,4,72.5698,0,0,0
Madhya Pradesh,Ujjain,PMGSY-III,18,264.332,29,263.47195,13,254.644,13,168.4127,5,7.84,16
Madhya Pradesh,Umaria,PMGSY-I,278,1304.785,12,394.06145,278,1248.706,12,408.0965,0,0,0
Madhya Pradesh,Umaria,PMGSY-II,4,49.38,1,26.49041,4,49.375,1,26.0982,0,0,0
Madhya Pradesh,Umaria,PMGSY-III,12,116.02,6,98.3334,6,106.758,3,55.6029,6,7.68,3
Madhya Pradesh,Vidisha,PMGSY-I,369,1416.114,4,443.6099,369,1377.771,4,389.903,0,0,0
Madhya Pradesh,Vidisha,PMGSY-II,8,143.085,12,120.83913,8,142.462,12,104.2672,0,0,0
Madhya Pradesh,Vidisha,PMGSY-III,22,277.336,18,236.84604,12,261.802,12,167.746,10,11.404,6
Maharashtra,Ahmednagar,PMGSY-I,206,1274.235,16,379.59158,202,1225.623,15,369.1528,4,4.96,1
Maharashtra,Ahmednagar,PMGSY-II,19,133.9,3,72.7943,19,126.53,3,68.16,0,0,0
Maharashtra,Ahmednagar,PMGSY-III,53,377.34,4,290.0214,8,57.87,0,106.3465,45,319.47,4
Maharashtra,Akola,PMGSY-I,125,622.99,15,165.1223,125,607.89,15,162.5296,0,0,0
Maharashtra,Akola,PMGSY-II,5,43.2,5,32.0056,5,43.2,5,31.216,0,0,0
Maharashtra,Akola,PMGSY-III,10,116.01,0,97.90609,8,110.51,0,90.2948,2,5.5,0
Maharashtra,Amrawati,PMGSY-I,124,591.53,26,137.9873,124,578.33,26,136.3922,0,0,0
Maharashtra,Amrawati,PMGSY-II,8,66.6,2,33.8249,8,65.9,2,30.3332,0,0,0
Maharashtra,Amrawati,PMGSY-III,28,180.125,26,181.98311,19,146.401,0,100.2072,9,32.195,26
Maharashtra,Aurangabad,PMGSY-I,167,672.085,44,182.5027,167,659.03,44,174.4602,0,0,0
Maharashtra,Aurangabad,PMGSY-II,19,96.55,4,57.384,19,94.983,4,50.3306,0,0,0
Maharashtra,Aurangabad,PMGSY-III,22,161.361,15,159.35267,10,89.982,0,86.6647,12,70.986,15
Maharashtra,Beed,PMGSY-I,225,854.19,31,172.0928,225,845.04,31,176.1568,0,0,0
Maharashtra,Beed,PMGSY-II,12,101.72,9,68.0453,12,99.534,9,63.0521,0,0,0
Maharashtra,Beed,PMGSY-III,30,185.56,3,169.05438,5,59.9,0,59.2833,25,125.66,3
Maharashtra,Bhandara,PMGSY-I,137,502.25,8,98.1209,137,499.299,8,95.0626,0,0,0
Maharashtra,Bhandara,PMGSY-II,10,66.61,0,36.1044,10,65.785,0,32.312,0,0,0
Maharashtra,Bhandara,PMGSY-III,24,148.61,1,112.12138,14,107.993,0,67.4134,10,38.602,1
Maharashtra,Buldhana,PMGSY-I,133,564.63,14,125.0043,133,564.63,14,126.5149,0,0,0
Maharashtra,Buldhana,PMGSY-II,6,46.25,2,24.2478,6,46.25,2,22.1955,0,0,0
Maharashtra,Buldhana,PMGSY-III,18,92.84,9,86.95096,5,68.68,0,54.4677,13,24.16,9
Maharashtra,Chandrapur,PMGSY-I,108,642.66,2,177.0111,108,639.25,2,158.5197,0,0,0
Maharashtra,Chandrapur,PMGSY-II,15,99.04,1,63.6278,15,98.053,1,53.3742,0,0,0
Maharashtra,Chandrapur,RCPLWEA,20,131.96,44,194.261,20,130.31,44,160.3229,0,0,0
Maharashtra,Chandrapur,PMGSY-III,23,164.166,19,180.99309,14,120.331,0,78.805,9,42.145,19
Maharashtra,Dhule,PMGSY-I,168,785.565,50,321.2574,166,748.235,50,307.7749,2,20.91,0
Maharashtra,Dhule,PMGSY-II,7,59.29,6,35.8535,7,59.29,6,30.0629,0,0,0
Maharashtra,Dhule,PMGSY-III,13,125.075,7,110.2362,0,0,0,20.3836,13,125.075,7
Maharashtra,Gadchiroli,PMGSY-I,272,1188.22,56,540.4844,272,1118.221,45,537.5698,0,0,11
Maharashtra,Gadchiroli,PMGSY-II,10,63.85,0,37.1005,10,63.622,0,25.7138,0,0,0
Maharashtra,Gadchiroli,RCPLWEA,26,487.716,68,688.75014,16,378.161,49,365.8335,10,109.555,19
Maharashtra,Gadchiroli,PMGSY-III,14,99.63,2,85.35795,2,12.65,0,41.6429,12,86.45,2
Maharashtra,Gondia,PMGSY-I,241,853.052,13,183.9845,240,819.547,13,172.6935,1,0.8,0
Maharashtra,Gondia,PMGSY-II,13,86.81,1,49.5096,13,86.42,1,39.5875,0,0,0
Maharashtra,Gondia,PMGSY-III,31,186.55,2,148.23996,22,167.558,0,47.4734,9,18.296,2
Maharashtra,Hingoli,PMGSY-I,170,488.07,20,101.0282,170,486.37,20,98.4918,0,0,0
Maharashtra,Hingoli,PMGSY-II,6,33.9,1,21.0556,6,33.9,1,19.3926,0,0,0
Maharashtra,Hingoli,PMGSY-III,16,111.18,3,86.05522,9,95.25,0,78.5872,7,15.23,3
Maharashtra,Jalgaon,PMGSY-I,172,788.33,16,202.1156,172,783.744,16,200.0156,0,0,0
Maharashtra,Jalgaon,PMGSY-II,18,115.52,3,56.6378,18,114.911,3,55.8172,0,0,0
Maharashtra,Jalgaon,PMGSY-III,19,138.22,2,109.3438,2,20.32,0,32.6109,17,117.74,2
Maharashtra,Jalna,PMGSY-I,175,818.15,65,230.2545,175,810.626,65,232.4458,0,0,0
Maharashtra,Jalna,PMGSY-II,9,49.95,4,37.4794,9,49.21,4,29.9556,0,0,0
Maharashtra,Jalna,PMGSY-III,26,149.075,20,164.24508,15,103.174,0,98.0669,11,44.15,20
Maharashtra,Kolhapur,PMGSY-I,140,584.11,10,172.3683,140,579.25,9,186.1468,0,0,1
Maharashtra,Kolhapur,PMGSY-II,12,70.77,0,34.5714,12,69.68,0,34.0056,0,0,0
Maharashtra,Kolhapur,PMGSY-III,33,165.9,0,121.49701,9,45.635,0,60.24,24,120.24,0
Maharashtra,Latur,PMGSY-I,196,617.392,44,178.2271,196,617.392,44,186.0695,0,0,0
Maharashtra,Latur,PMGSY-II,8,67.27,16,74.4051,8,66.85,16,65.4157,0,0,0
Maharashtra,Latur,PMGSY-III,24,169.973,9,171.9307,5,83.046,0,78.1064,19,86.977,9
Maharashtra,Nagpur,PMGSY-I,150,642.52,11,143.4769,150,621.51,11,143.1658,0,0,0
Maharashtra,Nagpur,PMGSY-II,14,102.03,4,67.7418,14,99.349,4,51.8516,0,0,0
Maharashtra,Nagpur,PMGSY-III,31,215.975,19,230.20916,13,148.204,0,107.5999,18,67.431,19
Maharashtra,Nanded,PMGSY-I,119,644.39,20,160.0989,119,612.78,20,166.7206,0,0,0
Maharashtra,Nanded,PMGSY-II,15,107.23,5,64.4296,15,107.03,5,53.6438,0,0,0
Maharashtra,Nanded,PMGSY-III,30,215.95,6,184.47172,3,65.404,0,71.0129,27,150.546,6
Maharashtra,Nandurbar,PMGSY-I,194,1192.22,28,579.4886,189,1144.27,28,695.8085,5,30.36,0
Maharashtra,Nandurbar,PMGSY-II,5,39.55,1,19.0165,5,33.025,1,20.45,0,0,0
Maharashtra,Nandurbar,PMGSY-III,21,155.815,0,102.41629,4,53.41,0,37.6346,17,101.99,0
Maharashtra,Nashik,PMGSY-I,212,1221.777,26,350.47184,212,1102.245,26,330.2004,0,0,0
Maharashtra,Nashik,PMGSY-II,20,138.255,4,79.8756,20,137.725,4,84.012,0,0,0
Maharashtra,Nashik,PMGSY-III,58,348.285,11,279.6408,16,118.265,0,118.6155,42,226.97,11
Maharashtra,Osmanabad,PMGSY-I,135,461.4,45,125.894,135,461.4,44,120.056,0,0,1
Maharashtra,Osmanabad,PMGSY-II,7,60.35,9,50.1433,7,60.3,9,47.0803,0,0,0
Maharashtra,Osmanabad,PMGSY-III,19,133.925,8,133.90147,7,79.045,0,88.1744,12,54.715,8
Maharashtra,Palghar,PMGSY-I,186,371.319,1,132.5923,186,357.308,1,119.3815,0,0,0
Maharashtra,Palghar,PMGSY-II,6,56.9,1,30.8962,6,51.91,1,28.4738,0,0,0
Maharashtra,Palghar,PMGSY-III,18,121.39,0,127.515,0,0,0,2.9321,18,121.39,0
Maharashtra,Parbhani,PMGSY-I,165,474.795,18,116.425,165,454.067,18,137.3005,0,0,0
Maharashtra,Parbhani,PMGSY-II,7,49.38,6,39.0058,7,48.58,6,35.4389,0,0,0
Maharashtra,Parbhani,PMGSY-III,13,90.62,2,98.07583,0,0,0,13.9465,13,90.62,2
Maharashtra,Pune,PMGSY-I,259,1444.48,16,397.1502,258,1423.542,16,418.2672,1,3.12,0
Maharashtra,Pune,PMGSY-II,19,128.54,0,71.0317,19,124.44,0,68.8709,0,0,0
Maharashtra,Pune,PMGSY-III,32,216.72,1,174.73142,0,28.89,0,53.3759,32,187.83,1
Maharashtra,Raigad,PMGSY-I,88,321.595,2,115.5063,87,307.79,2,126.688,1,4.65,0
Maharashtra,Raigad,PMGSY-II,9,59.569,0,27.5518,9,59.122,0,25.4363,0,0,0
Maharashtra,Raigad,PMGSY-III,24,122.355,0,102.66789,0,0,0,0,24,122.355,0
Maharashtra,Ratnagiri,PMGSY-I,147,443.973,0,150.8118,147,443.715,0,155.6318,0,0,0
Maharashtra,Ratnagiri,PMGSY-II,14,85.91,7,50.1249,14,85.61,7,47.7912,0,0,0
Maharashtra,Ratnagiri,PMGSY-III,36,224.321,0,173.39966,0,0,0,27.7916,36,224.321,0
Maharashtra,Sangali,PMGSY-I,207,692.662,8,151.3623,207,676.734,8,153.4437,0,0,0
Maharashtra,Sangali,PMGSY-II,15,75.158,0,36.0634,15,74.769,0,36.1581,0,0,0
Maharashtra,Sangali,PMGSY-III,22,128.668,0,105.73016,0,0,0,35.8635,22,128.668,0
Maharashtra,Satara,PMGSY-I,137,823.735,2,193.4119,137,801.885,2,180.4212,0,0,0
Maharashtra,Satara,PMGSY-II,18,111.795,0,57.3397,18,107.28,0,51.7698,0,0,0
Maharashtra,Satara,PMGSY-III,45,239.43,0,173.0806,2,9.97,0,35.6226,43,228.265,0
Maharashtra,Sindhudurg,PMGSY-I,133,472.33,7,167.5529,133,462.475,6,166.9617,0,0,1
Maharashtra,Sindhudurg,PMGSY-II,17,81.782,3,53.8889,17,94.798,3,52.4985,0,0,0
Maharashtra,Sindhudurg,PMGSY-III,33,132.218,0,114.24324,0,0,0,0,33,132.218,0
Maharashtra,Solapur,PMGSY-I,288,1243.14,16,288.6699,288,1236.577,16,315.087,0,0,0
Maharashtra,Solapur,PMGSY-II,14,125.65,3,77.4558,14,122.478,3,73.077,0,0,0
Maharashtra,Solapur,PMGSY-III,45,300.3,2,237.71518,23,198.25,0,161.8873,22,99.75,2
Maharashtra,Thane,PMGSY-I,43,115.012,0,38.8165,43,110.396,0,32.9066,0,0,0
Maharashtra,Thane,PMGSY-II,4,31.307,0,14.1871,4,31.107,0,12.2026,0,0,0
Maharashtra,Thane,PMGSY-III,17,87.81,0,57.7251,3,42.467,0,28.4308,14,45.243,0
Maharashtra,Wardha,PMGSY-I,137,976.956,9,240.7053,137,959.839,9,-31.8426,0,0,0
Maharashtra,Wardha,PMGSY-II,5,41.95,2,25.1131,5,41.95,2,23.3738,0,0,0
Maharashtra,Wardha,PMGSY-III,17,104.12,17,112.96683,13,94.121,0,59.8825,4,8.38,17
Maharashtra,Washim,PMGSY-I,104,479.75,9,102.462,104,473.08,9,98.9662,0,0,0
Maharashtra,Washim,PMGSY-II,6,39.38,1,24.2801,6,39.38,1,21.3985,0,0,0
Maharashtra,Washim,PMGSY-III,17,103.935,8,97.89375,7,73.145,0,52.078,10,29.785,8
Maharashtra,Yavatmal,PMGSY-I,147,913.3,37,230.781,147,918.3,37,567.0564,0,0,0
Maharashtra,Yavatmal,PMGSY-II,13,82.94,5,49.785,13,82.94,5,126.4599,0,0,0
Maharashtra,Yavatmal,PMGSY-III,30,240.7,27,232.75546,24,195.87,0,140.1321,6,43.09,27
Manipur,Bishnupur,PMGSY-I,149,362.089,7,161.94646,147,389.07,6,144.0402,2,0,1
Manipur,Bishnupur,PMGSY-II,7,35.57,0,28.9618,5,34.22,0,19.8954,2,1.45,0
Manipur,Bishnupur,PMGSY-III,5,39.21,0,29.16435,0,0,0,0,5,39.21,0
Manipur,Chandel,PMGSY-I,218,1606.94,15,684.57053,191,1550.292,10,626.7779,27,33.63,5
Manipur,Chandel,PMGSY-II,3,13.68,0,12.0844,1,10,0,6.897,2,3.68,0
Manipur,Chandel,PMGSY-III,5,52.4,0,41.5295,0,0,0,0,5,52.4,0
Manipur,Churachandpur,PMGSY-I,217,2304.885,38,1113.40415,178,1911.436,25,825.6043,39,393.62,13
Manipur,Churachandpur,PMGSY-II,3,10,0,8.0534,3,10,0,6.7823,0,0,0
Manipur,Churachandpur,PMGSY-III,3,22.14,0,18.76678,0,0,0,0,3,22.14,0
Manipur,Imphal East,PMGSY-I,242,522.193,35,367.55554,242,529.163,25,347.2712,0,0,10
Manipur,Imphal East,PMGSY-II,15,85.72,0,71.2072,14,85.52,0,58.6697,1,0.2,0
Manipur,Imphal East,PMGSY-III,10,79.39,0,76.83461,0,0,0,0,10,79.39,0
Manipur,Imphal West,PMGSY-I,206,396.56,11,160.95803,206,386.22,9,122.5486,0,0,2
Manipur,Imphal West,PMGSY-II,8,38.9,0,29.539,8,39.92,0,24.7022,0,0,0
Manipur,Imphal West,PMGSY-III,7,43.2,0,29.6641,0,0,0,0,7,43.2,0
Manipur,Senapati,PMGSY-I,276,2028.13,33,881.77681,264,1969.52,29,819.9189,12,34.21,4
Manipur,Senapati,PMGSY-II,4,22.38,2,22.0518,3,10.38,2,14.7006,1,12,0
Manipur,Senapati,PMGSY-III,10,103.1,0,82.47903,0,0,0,0,10,103.1,0
Manipur,Tamenglong,PMGSY-I,175,1697.24,24,796.65261,138,1600.725,14,646.9553,37,97.48,10
Manipur,Tamenglong,PMGSY-II,2,20.4,1,19.0556,0,10,1,9.2618,2,10.4,0
Manipur,Tamenglong,PMGSY-III,2,20.2,0,17.74663,0,0,0,0,2,20.2,0
Manipur,Thoubal,PMGSY-I,185,563.599,17,288.25917,184,570.77,13,241.9871,1,0,4
Manipur,Thoubal,PMGSY-II,10,59.35,0,51.038,10,59.35,0,42.2726,0,0,0
Manipur,Thoubal,PMGSY-III,9,89.195,0,65.83598,0,0,0,0,9,89.195,0
Manipur,Ukhrul,PMGSY-I,190,1866.304,28,817.54852,165,1641.723,25,739.4546,25,224.1,3
Manipur,Ukhrul,PMGSY-II,3,39,0,33.217,2,33,0,26.6118,1,6,0
Manipur,Ukhrul,PMGSY-III,5,53.4,0,42.698,0,0,0,0,5,53.4,0
Meghalaya,East Garo Hills,PMGSY-I,132,560.179,22,412.41858,125,528.325,22,376.0392,7,29.152,0
Meghalaya,East Garo Hills,PMGSY-II,12,49.9,0,37.62681,10,45.905,0,37.7306,2,3.995,0
Meghalaya,East Garo Hills,PMGSY-III,6,40.91,0,41.3175,0,0.8,0,3.1619,6,40.11,0
Meghalaya,East Khasi Hills,PMGSY-I,191,742.539,4,366.82525,189,733.579,3,345.1097,2,2.533,1
Meghalaya,East Khasi Hills,PMGSY-II,18,106.012,0,73.62574,18,105.915,0,71.7412,0,0,0
Meghalaya,East Khasi Hills,PMGSY-III,18,134.093,0,122.62456,0,1.48,0,10.8119,18,132.613,0
Meghalaya,Jaintia,PMGSY-I,119,406.841,1,190.58205,117,390.968,1,171.922,2,8.313,0
Meghalaya,Jaintia,PMGSY-II,10,58.889,1,39.38488,9,53.065,0,35.5946,1,2.7,1
Meghalaya,Jaintia,PMGSY-III,8,91.95,0,85.76398,0,0,0,0,8,91.95,0
Meghalaya,Ribhoi,PMGSY-I,129,557.943,4,293.4495,125,542.066,3,266.9401,4,12.832,1
Meghalaya,Ribhoi,PMGSY-II,6,36.298,0,21.58507,5,34.898,0,18.8161,1,1.4,0
Meghalaya,Ribhoi,PMGSY-III,4,34.62,0,25.00668,0,0,0,4.1874,4,34.62,0
Meghalaya,South Garo Hills,PMGSY-I,35,132.048,19,185.8368,30,119.816,18,169.2953,5,12.463,1
Meghalaya,South Garo Hills,PMGSY-II,10,57.631,6,60.78697,7,53.081,6,43.4494,3,4.55,0
Meghalaya,South Garo Hills,PMGSY-III,3,19.071,0,20.25341,0,0,0,3.1226,3,19.071,0
Meghalaya,West Garo Hills,PMGSY-I,261,897.868,39,665.43897,253,892.788,38,638.3929,8,5.948,1
Meghalaya,West Garo Hills,PMGSY-II,22,98.48,4,98.78554,20,97.93,4,90.61,2,0.6,0
Meghalaya,West Garo Hills,PMGSY-III,11,90.105,0,87.32704,1,27.9,0,20.492,10,62.205,0
Meghalaya,West Khasi Hills,PMGSY-I,213,967.815,11,539.2124,206,924.858,11,482.8454,7,42.226,0
Meghalaya,West Khasi Hills,PMGSY-II,16,82.75,1,48.48534,15,77.75,0,45.6327,1,5,1
Meghalaya,West Khasi Hills,PMGSY-III,5,32.51,0,30.0425,0,0,0,4.5875,5,32.51,0
Mizoram,Aizawl,PMGSY-I,64,759.82,0,355.6042,64,757.82,0,352.1993,0,0,0
Mizoram,Aizawl,PMGSY-II,1,46,0,76.221,0,39,0,73.9729,1,7,0
Mizoram,Aizawl,PMGSY-III,3,63.954,0,63.21528,0,0,0,0,3,63.954,0
Mizoram,Champhai,PMGSY-I,59,748.765,0,391.1319,58,748.851,0,386.1861,1,0,0
Mizoram,Champhai,PMGSY-II,1,60,0,95.2352,0,60,0,88.2298,1,0,0
Mizoram,Champhai,PMGSY-III,4,94.64,0,103.35239,0,0,0,0,4,94.64,0
Mizoram,Kolasib,PMGSY-I,6,63.87,0,60.5714,6,63.87,0,51.7978,0,0,0
Mizoram,Kolasib,PMGSY-III,1,6.12,0,4.6329,0,0,0,0,1,6.12,0
Mizoram,Lawngtlai,PMGSY-I,56,549.6,0,437.4462,45,540.73,0,406.2075,11,4.55,0
Mizoram,Lawngtlai,PMGSY-II,1,32,0,25.8464,0,25,0,21.1559,1,7,0
Mizoram,Lawngtlai,PMGSY-III,1,29.1,0,43.655,0,0,0,0,1,29.1,0
Mizoram,Lunglei,PMGSY-I,59,738.914,0,537.8182,53,728.808,0,483.3984,6,4.762,0
Mizoram,Lunglei,PMGSY-II,1,30.5,0,40.8027,1,30.2,0,38.9444,0,0,0
Mizoram,Lunglei,PMGSY-III,3,131.5,0,169.8143,0,0,0,0,3,131.5,0
Mizoram,Mamit,PMGSY-I,29,329.913,0,217.0491,26,297.288,0,157.5442,3,29.39,0
Mizoram,Mamit,PMGSY-II,1,9.75,0,9.919,1,9.75,0,9.9171,0,0,0
Mizoram,Mamit,PMGSY-III,3,111.31,0,115.49372,0,0,0,0,3,111.31,0
Mizoram,Saiha,PMGSY-I,41,638.51,0,346.0749,38,629.94,0,327.1589,3,5.79,0
Mizoram,Serchhip,PMGSY-I,31,459.09,0,232.1615,31,457.55,0,223.6491,0,0,0
Mizoram,Serchhip,PMGSY-II,1,16,0,14.2014,1,15.5,0,11.0998,0,0,0
Mizoram,Serchhip,PMGSY-III,2,50.88,0,62.54132,0,0,0,0,2,50.88,0
Nagaland,Dimapur,PMGSY-I,25,238.51,2,53.1738,25,238.51,2,50.9683,0,0,0
Nagaland,Dimapur,PMGSY-II,1,12.7,0,11.1485,1,12.7,0,11.1208,0,0,0
Nagaland,Dimapur,PMGSY-III,3,23.2,0,17.0742,0,0,0,0,3,23.2,0
Nagaland,Kiphire,PMGSY-I,38,667.74,10,243.3672,37,655.74,10,241.5156,1,12,0
Nagaland,Kiphire,PMGSY-II,1,17,0,16.97,0,15,0,15.62,1,2,0
Nagaland,Kiphire,PMGSY-III,2,19.08,0,18.203,0,0,0,0,2,19.08,0
